id,web_name,first_name,second_name,team_short,position,element_type,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
130,Donovan,Romelle,Donovan,BRE,MID,3,True,False,,,606689,0,0,-1,1,0,0,-0.5,-0.5,0,0.0,False,,,44,606689.jpg,1.0,False,0.1,False,,a,5,94,4,17789,0,20856,0,0.0,0.9,,241,2025-07-01,2006-11-30,False,p606689,38,0,0,0,0,0,0,0,0,0,0,0,19,8.4,11.5,21.0,4.2,0,5,0,5,0,0.09,0.01,0.10,0.39,,,,,,,[],,484,216,433,213,401,200,470,209,0.21,0.0,0.02,0.23,0.92,0.0,580,350,546,178,489,217,480,170,0.0,0.0,11.84
131,Konak,Yunus Emre,Konak,BRE,MID,3,True,False,0,0,628204,0,0,-2,2,0,0,0.0,0.0,0,0.0,False,has joined Oxford United on loan for the rest of the season.,2026-01-16T15:17:51.447836Z,43,628204.jpg,0.0,False,0.1,False,,u,5,94,0,38108,0,46431,0,0.0,0.0,,219,2024-01-11,2006-01-10,False,p628204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,671,253,667,257,644,247,673,255,0,0,0,0,0,0,630,376,506,160,681,262,446,154,0,0,0
132,Maghoma,Paris,Maghoma,BRE,MID,3,True,False,0,0,220695,0,0,0,0,0,0,0.0,0.0,0,0.0,False,has joined Norwich City permanently.,2026-01-27T16:47:33.569182Z,45,220695.jpg,0.0,False,0.0,False,,u,5,94,0,4038,0,5660,0,0.0,0.0,,241,2020-08-01,2001-05-08,False,p220695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,705,272,700,274,681,267,707,274,0,0,0,0,0,0,423,253,559,183,711,277,693,278,0,0,0
133,Peart-Harris,Myles,Peart-Harris,BRE,MID,3,True,False,0,0,450539,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Oxford United permanently.,2026-01-15T12:49:06.966037Z,44,450539.jpg,1.0,False,0.0,False,,u,5,94,1,3881,0,6546,0,0.0,0.2,,241,2021-07-23,2002-09-18,False,p450539,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,679,256,675,259,654,250,681,258,0.0,0.0,0.0,0.0,0.0,0.0,553,332,524,163,484,212,647,251,0.0,0.0,0.0
134,Trevitt,Ryan,Trevitt,BRE,MID,3,True,False,0,0,591357,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,591357.jpg,0.0,False,0.0,False,,u,5,94,0,0,0,955,0,0.0,0.0,,241,2024-01-08,2003-03-12,False,p591357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,757,318,750,317,737,314,757,318,0,0,0,0,0,0,494,305,620,233,759,319,802,351,0,0,0
136,Thiago,Igor Thiago,Nascimento Rodrigues,BRE,FWD,4,True,False,100,100,502500,0,0,12,-12,0,6,2.3,1.5,2,2.0,True,,2025-12-18T01:30:08.634916Z,72,502500.jpg,4.8,False,30.2,False,,a,5,94,181,10092741,0,6495947,0,0.3,25.1,Igor Thiago,30,2024-07-01,2001-06-26,False,p502500,3282,22,1,10,50,0,0,1,7,0,0,22,710,1019.4,382.5,1170.0,256.9,84,93,37,214,37,20.60,1.83,22.43,53.17,,,,,2,,[],,5,2,103,5,3,3,6,2,0.56,0.0,0.05,0.61,1.46,1.37,32,12,177,24,17,4,9,3,1.01,0.27,5.87
137,Morgan,Iwan,Morgan,BRE,FWD,4,True,False,0,0,533710,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Shrewsbury on loan for the rest of the season.,2026-01-02T18:38:50.184481Z,44,533710.jpg,0.0,False,0.3,False,,u,5,94,0,52422,0,82860,0,0.0,0.0,,,,,False,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,687,72,682,71,663,70,689,72,0,0,0,0,0,0,566,80,534,51,694,73,336,54,0,0,0
748,Dasilva,Josh,Dasilva,BRE,MID,3,True,False,100,100,183656,0,0,-1,1,0,0,0.0,-0.5,0,0.0,False,,2025-11-20T12:00:10.592439Z,49,183656.jpg,1.0,False,0.0,False,,a,5,94,2,285,0,278,0,0.0,0.4,,241,2025-10-23,1998-10-23,False,p183656,2,0,0,0,0,0,0,0,0,0,0,0,5,0.4,11.3,4.0,1.6,0,1,0,1,0,0.08,0.00,0.08,0.05,,,,,,,[],,524,238,434,214,449,220,496,225,3.6,0.0,0.0,3.6,2.25,0.0,294,182,684,276,507,231,815,360,0.0,0.0,45.0
797,Furo,Kaye,Furo,BRE,FWD,4,True,False,100,100,593174,0,0,0,0,0,0,-0.3,-0.5,0,0.0,False,,2026-04-17T15:00:07.930549Z,45,593174.jpg,1.0,False,0.0,False,,a,5,94,1,2695,0,1874,0,0.0,0.2,,21,2026-01-11,2007-02-06,False,p593174,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.02,,,,,,,[],,759,81,752,80,739,80,759,81,0.0,0.0,0.0,0.0,1.8,0.0,496,70,622,61,499,60,695,88,0.0,0.0,0.0
810,Bentt,Luka,Bentt,BRE,MID,3,True,False,,,559610,0,0,0,0,0,0,-0.5,-0.5,0,0.0,False,,,45,559610.jpg,0.0,False,0.0,False,,a,5,94,0,569,0,313,0,0.0,0.0,,21,2026-01-31,2007-10-01,False,p559610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,737,301,731,301,715,296,738,302,0,0,0,0,0,0,469,285,596,214,740,303,800,349,0,0,0
819,Shield,Ollie,Shield,BRE,DEF,2,True,False,,,494556,0,0,0,0,0,0,-0.5,-0.5,0,0.0,False,,,40,494556.jpg,0.0,False,0.0,False,,a,5,94,0,546,0,291,0,0.0,0.0,,241,2026-02-15,2006-09-25,False,p494556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,607,224,598,223,567,219,610,224,0,0,0,0,0,0,710,179,405,161,618,224,751,257,0,0,0
823,Stephenson,Joshua,Stephenson,BRE,DEF,2,True,False,,,649240,0,0,0,0,0,0,-0.5,-0.5,0,0.0,False,,,40,649240.jpg,0.0,False,0.0,False,,a,5,94,0,180,0,99,0,0.0,0.0,,241,2025-08-01,2007-09-04,False,p649240,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,643,251,635,250,606,248,646,251,0,0,0,0,0,0,756,214,448,193,653,250,787,263,0,0,0
824,McManus,Conor,McManus,BRE,DEF,2,True,False,,,587433,0,0,0,0,0,0,-0.5,-0.5,0,0.0,False,,,40,587433.jpg,0.0,False,0.0,False,,a,5,94,0,252,0,126,0,0.0,0.0,,104,2024-07-19,2004-06-16,False,p587433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,628,238,620,237,590,234,631,238,0,0,0,0,0,0,737,197,430,177,638,237,785,262,0,0,0
826,Owen,Riley,Owen,BRE,MID,3,True,False,,,547671,0,0,0,0,0,0,-0.5,-0.5,0,0.0,False,,,45,547671.jpg,0.0,False,0.0,False,,a,5,94,0,249,0,96,0,0.0,0.0,,241,2024-07-19,2005-08-24,False,p547671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,731,296,726,297,709,291,732,297,0,0,0,0,0,0,462,280,589,209,736,300,820,363,0,0,0
138,Steele,Jason,Steele,BHA,GKP,1,True,False,,,49262,0,0,-3,3,0,0,0.0,-0.5,0,0.0,False,,,42,49262.jpg,0.0,False,0.2,False,,a,6,36,0,12848,0,42173,0,0.0,0.0,,241,2018-07-01,1990-08-18,False,p49262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,648,91,641,82,612,67,651,91,0,0,0,0,0,0,633,28,458,80,658,91,362,50,0,0,0
139,Verbruggen,Bart,Verbruggen,BHA,GKP,1,True,False,,,489639,0,0,1,-1,0,3,3.3,1.5,2,2.0,False,,,46,489639.jpg,3.4,False,9.3,False,,a,6,36,130,1475089,0,1130937,0,0.4,28.3,,152,2023-07-03,2002-08-18,False,p489639,3420,0,0,10,46,1,1,0,3,0,106,6,616,935.0,10.0,0.0,94.7,32,332,1,0,38,0.00,0.06,0.06,49.06,,,,,,,[],,9,2,444,14,768,83,164,2,0.0,2.79,0.0,0.0,1.29,1.21,404,21,129,14,126,16,39,6,1.0,0.26,0.0
140,McGill,Tom,McGill,BHA,GKP,1,True,False,,,209288,0,0,-1,1,0,0,0.0,-0.5,0,0.0,False,,,39,209288.jpg,0.0,False,0.3,False,,a,6,36,0,19179,0,30974,0,0.0,0.0,,39,2021-02-02,2000-03-25,False,p209288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,556,52,541,35,510,20,559,52,0,0,0,0,0,0,771,79,346,36,567,52,330,45,0,0,0
141,Rushworth,Carl,Rushworth,BHA,GKP,1,True,False,0,0,472739,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,0.0,False,0.0,False,,u,6,36,0,0,0,251,0,0.0,0.0,,241,2023-07-01,2001-07-02,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,600,77,591,66,560,51,603,77,0,0,0,0,0,0,703,55,398,64,611,77,818,95,0,0,0
142,Scherpen,Kjell,Scherpen,BHA,GKP,1,True,False,0,0,240514,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,0.0,False,0.0,False,,u,6,36,0,0,0,209,0,0.0,0.0,,152,2021-07-16,2000-01-23,False,p240514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,590,70,581,59,550,44,593,70,0,0,0,0,0,0,691,48,387,57,601,70,821,96,0,0,0
143,Boscagli,Olivier,Boscagli,BHA,DEF,2,True,False,,,204120,0,0,-3,3,0,0,0.3,-0.5,0,0.0,False,,,42,204120.jpg,3.2,False,0.1,False,,a,6,36,39,23481,0,22691,0,0.0,9.3,,73,2025-07-02,1997-11-18,False,p204120,799,0,1,3,10,0,0,0,2,0,0,4,171,215.6,82.2,12.0,31.1,62,54,16,78,9,0.05,0.47,0.52,10.87,3,,,,,,[],,299,119,322,106,421,157,366,126,0.01,0.0,0.05,0.06,1.22,1.13,640,142,460,200,159,57,433,162,1.01,0.34,8.79
144,Coppola,Diego,Coppola,BHA,DEF,2,True,False,0,0,550090,0,0,-3,3,0,0,0.0,0.0,0,0.0,False,has joined Paris FC on loan for the rest of the season.,2026-01-30T15:58:36.007916Z,42,550090.jpg,2.0,False,0.0,False,,u,6,36,10,2735,0,8488,0,0.0,2.4,,106,2025-06-17,2003-12-28,False,p550090,193,0,0,1,3,0,0,0,2,0,0,0,32,42.4,3.7,2.0,4.8,16,6,2,18,2,0.00,0.01,0.01,4.52,,,,,,,[],,438,161,468,168,457,172,466,167,0.0,0.0,0.0,0.0,2.11,1.4,655,151,468,204,344,127,608,216,0.93,0.47,8.39
145,De Cuyper,Maxim,De Cuyper,BHA,DEF,2,True,False,100,100,465730,0,0,-2,2,0,2,6.0,-0.5,0,0.0,False,,2025-09-13T21:30:07.998380Z,43,465730.jpg,2.8,False,1.7,False,,a,6,36,84,297957,0,754092,0,0.0,19.5,,21,2025-07-05,2000-12-22,False,p465730,1404,2,3,5,23,0,0,0,2,0,0,9,318,327.8,516.6,154.0,99.9,42,68,22,64,17,1.66,4.08,5.74,24.09,,,1,,,,[],,227,90,55,7,232,60,149,46,0.11,0.0,0.26,0.37,1.54,1.47,598,133,482,213,216,84,151,61,1.09,0.32,4.1
146,Dunk,Lewis,Dunk,BHA,DEF,2,True,False,100,100,83299,0,0,0,0,0,2,5.7,0.5,1,1.0,False,,2026-03-21T19:00:09.902391Z,45,83299.jpg,3.0,False,1.0,False,,a,6,36,100,187324,0,231096,0,0.2,22.2,,241,2009-07-01,1991-11-21,False,p83299,2837,1,1,7,40,0,0,0,10,0,0,5,443,649.6,125.5,210.0,98.7,196,135,35,231,31,1.83,0.56,2.39,41.90,,,3,,,,[],,68,30,277,79,171,40,153,50,0.06,0.0,0.02,0.08,1.33,1.27,410,73,201,78,192,76,202,78,0.98,0.22,7.33
147,Estupiñan,Pervis,Estupiñán Tenorio,BHA,DEF,2,True,False,0,0,204214,0,0,0,0,0,0,0.0,0.0,0,0.0,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,204214.jpg,0.0,False,0.0,False,,u,6,36,0,0,0,1991,0,0.0,0.0,,62,2022-07-16,1998-01-21,False,p204214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,703,260,698,260,679,259,705,260,0,0,0,0,0,0,419,79,556,230,709,260,756,258,0,0,0
148,F.Kadıoğlu,Ferdi,Kadıoğlu,BHA,DEF,2,True,False,,,231416,0,0,0,0,0,1,3.0,0.5,1,1.0,False,,,45,231416.jpg,3.2,False,1.4,False,,a,6,36,118,282610,0,135251,0,0.2,26.2,,219,2024-08-27,1999-10-07,False,p231416,3130,1,2,10,41,0,0,0,6,0,0,7,514,505.0,444.8,284.0,123.7,113,130,57,170,34,2.06,3.31,5.37,44.61,,,,,,,[],,131,57,74,17,123,21,94,22,0.06,0.0,0.1,0.16,1.28,1.18,426,85,202,79,162,60,173,68,0.98,0.29,4.89
149,Igor,Igor Julio,dos Santos de Paulo,BHA,DEF,2,True,False,100,100,223434,0,0,0,0,0,0,0.0,-0.5,0,0.0,False,,2025-12-29T18:00:08.845429Z,45,223434.jpg,1.5,False,0.1,False,,a,6,36,6,11608,0,12023,0,0.0,1.3,Igor Julio,30,2023-07-26,1998-02-07,False,p223434,103,0,0,0,3,0,0,0,0,0,0,0,10,25.8,10.6,0.0,3.6,13,3,0,13,1,0.00,0.00,0.00,4.66,,,,,,,[],,456,166,436,159,682,261,475,170,0.0,0.0,0.0,0.0,4.07,2.62,424,83,560,233,422,154,515,185,0.87,0.0,11.36
150,Lamptey,Tariq,Lamptey,BHA,DEF,2,True,False,0,0,232792,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,44,232792.jpg,0.0,False,0.1,False,,u,6,36,0,2778,0,38727,0,0.0,0.0,,81,2020-01-31,2000-09-30,False,p232792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,676,259,672,259,651,258,678,259,0,0,0,0,0,0,544,110,518,222,685,259,524,189,0,0,0
151,Van Hecke,Jan Paul,van Hecke,BHA,DEF,2,True,False,100,100,469142,0,0,2,-2,0,1,3.3,0.5,1,1.0,False,,2026-02-08T22:00:09.013159Z,47,469142.jpg,4.1,False,10.7,False,,a,6,36,148,2293857,0,1064675,0,0.2,31.5,,152,2020-09-10,2000-06-08,False,p469142,3210,3,3,10,44,1,0,0,9,0,0,8,575,980.6,240.4,295.0,152.0,264,113,53,317,36,3.31,1.57,4.87,46.27,,,,,,,[],,7,4,172,44,117,19,57,9,0.09,0.0,0.04,0.13,1.3,1.23,389,66,216,84,49,17,36,12,1.01,0.28,8.89
152,Veltman,Joël,Veltman,BHA,DEF,2,True,False,100,100,111478,0,0,-2,2,0,0,2.7,-0.5,0,0.0,False,,2025-10-02T13:00:07.706508Z,43,111478.jpg,1.9,False,0.1,False,,a,6,36,46,25129,0,39644,0,0.0,10.7,,152,2020-07-29,1992-01-15,False,p111478,1047,1,0,2,13,0,0,0,5,0,0,1,176,247.0,80.5,68.0,39.6,68,40,31,99,9,1.15,0.20,1.35,17.27,,,,,,,[],,279,110,326,109,329,107,339,114,0.1,0.0,0.02,0.12,1.48,1.12,584,122,472,206,360,134,444,167,0.77,0.17,8.51
153,Webster,Adam,Webster,BHA,DEF,2,True,False,0,0,110735,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,44,110735.jpg,0.0,False,0.0,False,,i,6,36,0,1199,0,1892,0,0.0,0.0,,241,2019-08-03,1995-01-04,False,p110735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brightonandhovealbion.com/media-article/mft-match-preview-chelsea-bha-pl-september-2025?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,674,258,669,258,648,257,676,258,0,0,0,0,0,0,535,103,511,217,683,258,762,260,0,0,0
154,Cashin,Eiran,Cashin,BHA,DEF,2,True,False,0,0,439135,0,0,0,0,0,0,0.0,0.0,0,0.0,False,has joined Blackburn Rovers on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,40,439135.jpg,0.0,False,0.0,False,,u,6,36,0,0,0,791,0,0.0,0.0,,104,2025-01-31,2001-11-09,False,p439135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,593,218,584,217,553,213,596,218,0,0,0,0,0,0,694,171,390,154,604,218,795,264,0,0,0
155,Slater,Jacob,Slater,BHA,DEF,2,True,False,0,0,589100,0,0,0,0,0,0,0.0,0.0,0,0.0,False,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,40,589100.jpg,0.0,False,0.1,False,,u,6,36,0,3175,0,16833,0,0.0,0.0,,,,,False,p589100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,630,239,622,238,592,235,633,239,0,0,0,0,0,0,739,198,432,178,640,238,513,183,0,0,0
156,Tasker,Charlie,Tasker,BHA,DEF,2,True,False,,,547720,0,0,-2,2,0,0,0.0,-0.5,0,0.0,False,,,38,547720.jpg,0.0,False,0.2,False,,a,6,36,0,13806,0,19237,0,0.0,0.0,,241,2025-03-28,2006-02-24,False,p547720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,544,198,526,197,494,192,547,198,0,0,0,0,0,0,825,255,329,128,555,198,414,154,0,0,0
157,Mitoma,Mitoma,Kaoru,BHA,MID,3,True,False,0,0,451340,0,0,-4,4,0,0,0.0,0.0,0,0.0,False,Hamstring injury - Expected back 01 Jun,2026-05-09T21:30:09.356823Z,61,451340.jpg,2.5,False,1.9,False,,i,6,36,62,398054,0,965064,0,0.0,10.2,,108,2021-08-09,1997-05-20,False,p451340,1714,3,1,5,20,0,0,0,5,0,0,2,247,288.4,422.3,416.0,112.3,27,62,18,107,19,4.04,2.74,6.78,23.76,,,,,,,[],https://www.brightonandhovealbion.com/media-article/every-word-from-fabian-hurzelers-pre-leeds-united-press-conference?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,253,108,78,57,72,42,118,67,0.21,0.0,0.14,0.35,1.25,1.05,83,54,807,358,283,116,140,45,1.0,0.26,5.62
158,Georginio,Georginio,Rutter,BHA,MID,3,True,False,100,100,463067,0,0,-4,4,0,0,1.0,0.5,1,1.0,False,,2025-11-30T22:30:09.146377Z,56,463067.jpg,2.7,False,0.3,False,,a,6,36,87,145213,0,266355,0,0.2,15.5,,73,2024-08-19,2002-04-20,False,p463067,1776,3,5,7,20,1,0,0,2,0,0,2,290,338.6,349.5,448.0,113.5,38,61,32,131,20,2.90,2.90,5.80,21.59,,,,,,,[],,218,89,117,82,61,35,114,64,0.15,0.0,0.15,0.3,1.09,1.01,130,81,267,119,247,100,308,107,1.01,0.35,6.64
159,March,Solly,March,BHA,MID,3,True,False,100,100,109345,0,0,-2,2,0,0,0.7,0.5,1,1.0,False,,2026-04-20T12:00:07.808781Z,58,109345.jpg,1.0,False,0.0,False,,a,6,36,4,3768,0,4410,0,0.2,0.7,,241,2012-07-01,1994-07-20,False,p109345,38,0,0,0,1,0,0,0,0,0,0,0,18,7.4,2.2,23.0,3.2,0,3,2,5,0,0.04,0.02,0.06,0.58,,,,,,,[],,486,217,477,228,395,198,478,214,0.09,0.0,0.05,0.14,1.37,2.37,103,67,273,121,520,242,701,282,0.0,0.0,11.84
160,Minteh,Yankuba,Minteh,BHA,MID,3,True,False,100,100,592031,0,0,-5,5,0,0,4.7,0.5,1,1.0,False,,2025-12-31T00:00:09.377936Z,55,592031.jpg,3.4,False,2.5,False,,a,6,36,117,2151128,0,2014117,0,0.2,21.3,,78,2024-07-01,2004-07-22,False,p592031,2389,3,8,11,33,0,0,0,3,0,0,9,466,491.8,691.4,617.0,180.3,33,96,56,185,26,3.81,5.06,8.87,34.09,5,,,,,,[],,135,46,28,26,32,16,33,26,0.14,0.0,0.19,0.33,1.28,1.24,148,93,262,115,138,59,120,40,0.98,0.41,6.97
161,Enciso,Julio,Enciso Espínola,BHA,MID,3,True,False,0,0,474120,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,54,474120.jpg,0.0,False,0.0,False,,u,6,36,0,105,0,2971,0,0.0,0.0,,168,2022-06-17,2004-01-23,False,p474120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,826,368,826,368,825,368,826,368,0,0,0,0,0,0,168,104,778,337,826,368,757,321,0,0,0
162,Gruda,Brajan,Gruda,BHA,MID,3,True,False,0,0,513433,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Leipzig on loan for the rest of the season.,2026-02-02T13:42:58.370286Z,54,513433.jpg,1.9,False,0.0,False,,u,6,36,35,16799,0,19928,0,0.0,6.5,,80,2024-08-14,2004-05-31,False,p513433,708,1,1,2,11,0,0,0,2,0,0,2,114,134.4,217.1,152.0,50.0,4,40,14,58,8,1.86,0.88,2.74,13.82,,,,,,,[],,363,164,186,123,234,128,304,152,0.24,0.0,0.11,0.35,1.76,1.4,173,109,780,339,366,157,605,230,1.02,0.25,7.37
163,Hinshelwood,Jack,Hinshelwood,BHA,MID,3,True,False,100,100,532529,0,0,-3,3,0,0,6.0,1.5,2,2.0,False,,2025-09-13T21:30:08.019508Z,52,532529.jpg,3.4,False,1.6,False,,a,6,36,91,260749,0,70206,0,0.4,17.5,,241,2022-12-30,2005-04-11,False,p532529,1736,4,5,7,23,1,0,0,0,0,0,2,317,312.6,228.0,412.0,94.8,35,61,18,114,20,4.94,2.34,7.28,27.83,,,,,,,[],,236,99,181,118,73,43,163,84,0.26,0.0,0.12,0.38,1.44,1.19,216,133,152,63,133,56,162,56,1.04,0.36,5.91
164,O'Riley,Matt,O'Riley,BHA,MID,3,True,False,100,100,219249,0,0,0,0,0,1,0.0,-0.5,0,0.0,False,,2025-09-02T12:06:29.272628Z,55,219249.jpg,2.7,False,0.3,False,,a,6,36,16,133640,0,200965,0,0.0,2.9,,58,2024-08-26,2000-11-21,False,p219249,202,1,0,1,3,0,0,0,0,0,0,2,48,65.4,67.7,63.0,19.6,3,2,5,10,2,1.21,0.18,1.39,2.53,,,,,3,,[],,422,181,340,182,333,173,396,182,0.54,0.0,0.08,0.62,1.13,1.34,139,87,786,344,246,99,304,105,0.89,0.45,4.46
165,Sima,Abdallah,Sima,BHA,MID,3,True,False,0,0,516211,0,0,-1,1,0,0,0.0,0.0,0,0.0,False,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,54,516211.jpg,0.0,False,0.0,False,,u,6,36,0,247,0,2255,0,0.0,0.0,,189,2021-08-30,2001-06-17,False,p516211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,827,369,827,369,826,369,827,369,0,0,0,0,0,0,174,110,781,340,827,369,742,312,0,0,0
166,Ayari,Yasin,Ayari,BHA,MID,3,True,False,100,100,509416,0,0,-2,2,0,2,0.7,-0.5,0,0.0,False,,2026-03-03T13:30:09.861024Z,48,509416.jpg,3.4,False,0.4,False,,a,6,36,98,218577,0,204165,0,0.0,20.4,,206,2023-01-30,2003-10-06,False,p509416,1921,3,4,6,24,0,0,0,1,0,0,7,406,359.8,251.3,231.0,84.5,54,124,47,225,20,2.70,1.15,3.85,26.85,,,2,,,,[],,206,80,166,109,156,85,191,92,0.13,0.0,0.05,0.18,1.26,1.12,372,231,675,269,128,53,300,104,0.94,0.28,10.54
167,Baleba,Carlos,Baleba,BHA,MID,3,True,False,100,100,535301,0,0,-5,5,0,0,3.3,0.5,1,1.0,False,,2026-01-15T20:30:09.550299Z,45,535301.jpg,1.8,False,1.5,False,,a,6,36,56,234049,0,576433,0,0.2,12.4,,38,2023-08-29,2004-01-03,False,p535301,1646,0,0,7,19,0,0,0,5,0,0,0,231,166.8,156.3,44.0,36.8,67,105,37,209,23,0.78,0.72,1.50,20.40,,,,,,,[],,333,148,244,155,352,182,346,165,0.04,0.0,0.04,0.08,1.12,1.04,458,276,206,79,380,162,163,57,1.26,0.38,11.43
